code,product_name,brands,categories,nutriscore_grade,nova_group,ingredients_text,color
30000030905,Aunt Jemima Yellow Corn Meal 32 Ounce Paper Bag,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, cooking helpers",a,1,"Degerminated yellow corn meal, niacin*, reduced iron, thiamin mononitrate*, riboflavin*, folic acid*.*one of the b vitamins",green
30000031001,Yellow corn meal,Aunt Jemima,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Degerminated yellow corn meal, niacin*, reduced iron, thiamin mononitrate*, riboflavin*, folic acid*.",green
30000036709,Aunt Jemima Corn Meal White 32 Ounce Paper Bag,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, cooking helpers",a,1,"Degerminated white corn meal, niacin*, reduced iron, thiamin mononitrate*, riboflavin*, folic acid*. *one of the b vitamins",green
30000037102,White corn meal,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Degerminated white corn meal, niacin*, reduced iron, thiamin mononitrate*, riboflavin*, folic acid*.",green
30000041802,Quick -minute grits ounce,Quaker,quick grits,a,1,"White Hominy Grits Made from Corn, Niacin (One of the B Vitamins), Reduced Iron, Thiamin Mononitrate (One of the B Vitamins), Riboflavin (One of the B Vitamins), Folic Acid (One of the B Vitamins).",green
30000042601,Quick grits,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"degerminated white corn grits, niacinamide*, reduced iron, thiamin mononitrate*, riboflavin*, folic acid*,",green
30000042700,"Old fashioned enriched white hominy grits, old fashioned",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Degerminated white corn grits, niacinamide*, reduced iron, thiamin mononitrate*, riboflavin*, folic acid*.",green
30000042809,Quick grits,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"degerminated white corn grits, niacinamide*, reduced iron, thiamin mononitrate*, riboflavin*, folic acid*,",green
30000043608,Quick 5-minute grits,Quaker,"plant-based foods and beverages, plant-based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals",a,1,"White Hominy Grits Made from Corn, Niacin (One of the B Vitamins), Reduced Iron, Thiamin Mononitrate (One of the B Vitamins), Riboflavin (One of the B Vitamins), Folic Acid (One of the B Vitamins).",green
30000043707,"Grits, Quick - 5 minute",Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"White hominy grits made from corn, niacin*, reduced iron, thiamin mononitrate*, riboflavin*, folic acid*.",green
30000061909,Quaker Puffed Rice Regular 6.3 Ounce Paper Box,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",b,1,"Puffing rice, ferrous sulfate (source of iron), niacinamide*, riboflavin*, thiamin mononitrate*, folic acid*. *one of the b vitamins",green
30000064108,Quaker Puffed Wheat Regular Cereal 5.2 Ounce Paper Box,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Puffed wheat, ferrous sulfate, niacinamide*, citric acid, thiamin mononitrate*, riboflavin*,folic acid*. *one of the b vitamins",green
30000070604,Quaker Oat Bran Hot Cereal 16 Ounce Box,Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Oat bran.,green
30000071007,"Quaker, creamy wheat",Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Farina, (wheat), reduced iron, niacin*, thiamin mononitrate*, riboflavin*, folic acid*.",green
30000071205,Creamy Wheat,Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Farina, (wheat), reduced iron, niacin*, thiamin mononitrate*, riboflavin*, folic acid*.",green
30000168028,Mothers rice cake no salt,Mother's,snacks,a,1,Whole grain brown rice.,green
30000315828,Quick 1-Minute Oats,Quaker,"alimentos y bebidas de origen vegetal,alimentos de origen vegetal,desayunos,cereales y patatas,cereales y derivados,cereales para el desayuno,copos,copos de cereales,en:rolled flakes,copos de avena",a,1,"whole grain rolled oats,",green
30000317983,Gluten Free Instant Original Oatmeal,Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain oats.,green
30000320631,Steel Cut Oats,"Quaker Oats, Quaker","plant-based foods and beverages, plant-based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, flakes, cereal flakes, rolled flakes, rolled oats, en:oat",a,1,Steel cut oats.,green
30000322567,Gluten Free Quick 1-Minute Oats,"Quaker, the quaker oats company","plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"whole grain rolled oats,",green
30000410004,Old Fashioned Oats,Quaker,"plant-based-foods-and-beverages, plant-based-foods, breakfasts, cereals-and-potatoes, seeds, cereals-and-their-products, breakfast-cereals, cereal-grains, flakes, cereal-flakes, rolled-flakes, rolled-oats, oat, it:avena",a,1,"whole grain rolled oats,",green
30000432693,Kettle Hearty Oats,Quaker,"plant-based foods and beverages, plant-based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, flakes, cereal flakes, rolled flakes, rolled oats",a,1,Whole grain rolled oats.,green
30000432853,Quaker quick minute oats whole grain,Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, en:rolled-oats",a,1,Whole grain rolled oats.,green
30000432938,"Old fashioned 100% whole grain oats, old fashioned",Quaker Oats,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains",a,1,Whole grain rolled oats. ENTERO dtros alimentos yodeterol queden,green
30000433003,Quaker  Regular   28Z,Quaker Oats,"plant-based foods and beverages, plant-based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals",a,1,"Farina (Wheat), Reduced Iron, Niacin (One of the B Vitamins), Thiamin Mononitrate (One of the B Vitamins), Riboflavin (One of the B Vitamins), Folic Acid (One of the B Vitamins).",green
30000435328,Quick 1-Minute Oats,Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,whole grain rolled oats.,green
30000562314,Old Fashioned Oats,Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain rolled oats.,green
30000564448,Organic quick 1-minute oats,"Quaker,Quaker Oats","plant-based foods and beverages, plant-based foods, breakfasts, cereals and potatoes, seeds, cereals and their products, breakfast cereals, cereal grains, oat",a,1,Organic whole grain rolled oats.,green
30000564479,"Old fashioned smooth & creamy texture white corn grits, old fashioned",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,White corn grits.,green
30000565247,Unsweetened with chia seeds chilled oat cereal with flaxseed & quinoa,Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Whole grain oats, flaxseed, quinoa, chia seeds.",green
30000565438,Steel cut hearty traditional oats,Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",b,1,Steel cut oats.,green
30000565940,"Organic multigrain hot cereal with red quinoa, red quinoa",Quaker,"plant-based foods and beverages, plant-based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals",a,1,"Organic whole grain oats, organic barley, organic whole grain rye, organic red quinoa.",green
30000565964,Simple and Wholesome Organic Multigräfin Hot Cereal,Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Organic whole grain oats, organic barley, organic buckwheat, organic whole grain rye, organic flaxseed.",green
30000566336,Gluten free old fashioned oats,Quaker,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain rolled oats.,green
30000566343,Gluten free oats,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Whole grain rolled oats.,green
30000566350,Steel cut hearty traditional oats,,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,Steel cut oats.,green
30000566633,"Raisin date almond muesli multigrain, dried fruit, nut and seed cereal, raisin date almond",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products",a,1,"Whole grain oats, whole grain rye, whole grain wheat, dates, raisins, almonds, pumpkin seeds, sunflower seeds.",green
30000573761,Yellow Corn Meal,,"plant-based foods and beverages, plant-based foods",a,1,"degerminated yellow corn meal, niacin*, reduced iron, thiamin mononitrate*, riboflavin*, folic acid*. * one of the b vitamins",green
30004322051,Whole Grain Culinary Blends,Indian Harvest Inc.,undefined,a,1,"LONG GRAIN PARBOILED BROWN RICE, PEARLED DURUM WHEAT (GRANO), COLUSARI RED RICE, SPROUTED BROWN RICE, WILD RICE",green
30004350443,"Inharvest, Tri-Color Quinoa",Inharvest Inc.,"plant-based foods and beverages, plant-based foods, seeds",a,1,"White quinoa, red quinoa, black quinoa.",green
30034000172,Instant white rice,Giant Eagle,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Enriched precooked long grain rice (rice, niacin, iron (ferric orthophosphate), thiamine mononitrate, folic acid).",green
30034000189,Enriched instant white rice,Giant Eagle,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Enriched precooked long grain rice (rice, niacin, iron (ferric orthophosphate), thiamine mononitrate, folic acid).",green
30034000196,Instant whole grain brown rice,Giant Eagle,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,Parboiled brown rice.,green
30034000202,Instant white rice,Giant Eagle,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Enriched precooked long grain rice (rice, niacin, iron (ferric orthophosphate), thiamine mononitrate, folic acid).",green
30034000219,Enriched instant boil in bag long grain white rice,Giant Eagle,"plant-based foods and beverages, plant-based foods, cereals and potatoes, seeds, cereals and their products, cereal grains, rices",b,1,"Enriched precooked long grain rice (rice, niacin, iron (ferric orthophosphate), thiamine mononitrate, folic acid).",green
30034000684,Fat Free Skim Milk,Gaint eagle,"dairies, milks, skimmed milks",b,1,"FAT FREE MILK, VITAMIN A PALMITATE, VITAMIN D3.",green
30034005030,"Rotini, enriched macaroni product",,"plant-based foods and beverages, plant-based foods, cereals and potatoes, cereals and their products, pastas",a,1,"Semolina, niacin, ferrous sulfate (iron), thiamine mononitrate, riboflavin, folic acid.",green
30034009519,Sugar snap peas,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Sugar snap peas.,green
30034009564,Baby Lima Beans,Giant Eagle,undefined,a,1,BABY LIMA BEANS.,green
30034009625,Corn On The Cob Mini-Ears,Giant Eagle  Inc.,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",b,1,Corn.,green
30034009632,Corn On The Cob Ears,"Giant Eagle,  Giant Eagle  Inc.",undefined,b,1,CORN.,green
30034009649,24 Mini-Ears Corn On The Cob,Giant Eagle  Inc.,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",b,1,Corn.,green
30034009694,Chopped Spinach,Giant Eagle,undefined,a,1,SPINACH.,green
30034009700,Leaf Spinach,Giant Eagle,undefined,a,1,SPINACH.,green
30034009717,Cut Leaf Spinach,Giant Eagle,undefined,a,1,SPINACH.,green
30034009731,Diced Onions,"Giant Eagle,  Giant Eagle  Inc.",undefined,a,1,ONIONS.,green
30034009748,Diced Green Peppers,Giant Eagle  Inc.,undefined,b,1,GREEN PEPPERS.,green
30034009755,Crinkle Cut Carrots,Giant Eagle,undefined,a,1,CARROTS.,green
30034009762,Whole Baby Carrots,Giant Eagle,undefined,a,1,CARROTS.,green
30034009786,French style green beans,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",a,1,Green beans.,green
30034009793,Petite Green Peas,Giant Eagle,undefined,a,1,PEAS.,green
30034009816,Whole Green Beans,Giant Eagle,undefined,a,1,GREEN BEANS.,green
30034009823,Cut Green Beans,Giant Eagle,undefined,a,1,GREEN BEANS.,green
30034009861,Brussels Sprouts,Giant Eagle,undefined,a,1,BRUSSELS SPROUTS.,green
30034009892,Cut corn,,"plant-based foods and beverages, plant-based foods, fruits and vegetables based foods, frozen foods, vegetables based foods, frozen plant-based foods, frozen vegetables",b,1,Corn.,green
30034009915,Mixed Vegetables,Giant Eagle,undefined,a,1,"CORN, CARROTS, PEAS, GREEN BEANS.",green
30034009939,Peas & Carrots,Giant Eagle,undefined,a,1,"PEAS, CARROTS.",green
30034009946,Green Peas,Giant Eagle,undefined,a,1,PEAS.,green
30034010119,Italian Style Blend,Giant Eagle,undefined,a,1,"ZUCCHINI, CAULIFLOWER, CARROTS, ITALIAN BEANS, LIMA BEANS, RED PEPPERS.",green
30034010188,Stew Vegetables,Giant Eagle,undefined,a,1,"POTATOES, CARROTS, ONIONS, CELERY.",green
30034010232,Petite Broccoli Florets,Giant Eagle,undefined,a,1,BROCCOLI.,green
30034010249,Super Sweet White Corn,Giant Eagle,undefined,b,1,CORN.,green
30034013820,Club Soda,Giant Eagle  Inc.,undefined,a,1,"CARBONATED WATER, POTASSIUM BICARBONATE, POTASSIUM CITRATE.",green
30034014407,Distilled white vinegar,Giant Eagle,"condiments, sauces, groceries",a,1,"White distilled vinegar, diluted with water to 5% acidity.",green
30034014421,Distilled white vinegar,,"condiments, sauces, groceries",a,1,"White distilled vinegar, diluted with water to 5% acidity.",green
30034014445,Distilled white vinegar,Giant Eagle,"condiments, sauces, groceries",a,1,"White distilled vinegar, diluted with water to 5% acidity.",green
30034014452,"Apple cider vinegar, apple cider",,"condiments, sauces, groceries",a,1,"Apple cider vinegar, diluted with water to 5% acidity.",green
30034014469,"Distilled white vinegar, distilled white",,"condiments, sauces, groceries",a,1,"White distilled vinegar, diluted with water to 5% acidity.",green
30034016456,Apple Juice,"Giant Eagle,  Giant Eagle  Inc.",undefined,a,1,"APPLE JUICE, ASCORBIC ACID (VITAMIN C).",green
30034018344,Olive Oul,Giant Eagle,"plant-based foods and beverages, plant-based foods, fats, vegetable fats, olive tree products, vegetable oils, olive oils",b,2,,green
30034026882,Cut green beans,Giant Eagle,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, vegetables based foods, canned vegetables",a,1,"Green beans, water.",green
30034026899,Golden whole kernel corn,,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, vegetables based foods, canned vegetables",a,1,"Corn, water.",green
30034026936,Sweet peas,,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, vegetables based foods, canned vegetables",a,1,"Peas, water.",green
30034026950,Golden whole kernel corn,,"plant-based foods and beverages, plant-based foods, canned foods, fruits and vegetables based foods, canned plant-based foods, vegetables based foods, canned vegetables",a,1,"Corn, water.",green
